P63101	DisProt	DP02943
P19594	DisProt	DP01154
O60239	DisProt	DP02850
Q13541	DisProt	DP00028
Q13542	DisProt	DP01293
P27682	DisProt	DP01557
Q676U5	DisProt	DP02148
P01023	DisProt	DP02649
P05067	DisProt	DP01280
P08592	DisProt	DP01887
P30542	DisProt	DP02651
P29274	DisProt	DP01547
P32357	DisProt	DP02721
O65934	DisProt	DP01947
Q09427	DisProt	DP01429
Q09428	DisProt	DP02881
O60706	DisProt	DP02381
Q9NYB9	DisProt	DP02386
Q00955	DisProt	DP00557
Q9BYF1	DisProt	DP02854
P07140	DisProt	DP00346
Q07912	DisProt	DP01772
P24005	DisProt	DP02687
Q97ZL0	DisProt	DP00513
O14672	DisProt	DP02318
P35611	DisProt	DP00240
P35612	DisProt	DP00241
P07248	DisProt	DP00077
Q16186	DisProt	DP00839
P55197	DisProt	DP02852
P42568	DisProt	DP01070
P51825	DisProt	DP02349
Q9UHB7	DisProt	DP01463
O29867	DisProt	DP01200
Q9UKV8	DisProt	DP00736
P35869	DisProt	DP00381
O70200	DisProt	DP02956
Q12476	DisProt	DP02464
Q05753	DisProt	DP02920
P31751	DisProt	DP00304
P49189	DisProt	DP02783
Q8LBP4	DisProt	DP00662
P53954	DisProt	DP00618
Q84ZX5	DisProt	DP00807
O24172	DisProt	DP00580
Q9JJW6	DisProt	DP03043
P55789	DisProt	DP02875
P50490	DisProt	DP02941
Q9NP70	DisProt	DP02558
P45561	DisProt	DP00693
Q9C0C7	DisProt	DP01328
Q9BTT0	DisProt	DP02409
Q9UJX6	DisProt	DP01526
P10275	DisProt	DP00492
P16860	DisProt	DP00551
P01160	DisProt	DP00747
Q9Y5C1	DisProt	DP02665
P04083	DisProt	DP01951
P19619	DisProt	DP01963
P07355	DisProt	DP02735
Q61548	DisProt	DP01073
Q05140	DisProt	DP00225
P35585	DisProt	DP02898
P19880	DisProt	DP01584
P62944	DisProt	DP02887
P84092	DisProt	DP00455
P0DTC3	DisProt	DP03003
Q96N21	DisProt	DP02404
P41780	DisProt	DP02667
P60006	DisProt	DP01454
Q96DE5	DisProt	DP01455
Q9UJX5	DisProt	DP01478
Q9UJX4	DisProt	DP01443
Q9UJX3	DisProt	DP01479
P25054	DisProt	DP00519
P27695	DisProt	DP00007
Q9BZZ5	DisProt	DP02894
Q8IW19	DisProt	DP01465
P02655	DisProt	DP01883
Q9JM54	DisProt	DP01281
P62330	DisProt	DP02815
O23661	DisProt	DP02380
Q8N726	DisProt	DP02167
Q64364	DisProt	DP00335
O66493	DisProt	DP00559
P80428	DisProt	DP00872
Q12406	DisProt	DP00874
Q9H981	DisProt	DP00873
P17870	DisProt	DP00390
P32120	DisProt	DP02263
P15848	DisProt	DP02670
Q5T4W7	DisProt	DP02428
P50553	DisProt	DP01942
P34233	DisProt	DP01579
P17405	DisProt	DP02027
Q13625	DisProt	DP01164
Q08655	DisProt	DP00531
P76216	DisProt	DP02760
Q5SQI0	DisProt	DP02419
Q06628	DisProt	DP01732
Q07528	DisProt	DP01744
Q2TAZ0	DisProt	DP02142
Q9NT62	DisProt	DP01720
P40344	DisProt	DP02826
Q9Y4P1	DisProt	DP01326
P38862	DisProt	DP02249
O82775	DisProt	DP02549
Q8VY98	DisProt	DP02550
P01096	DisProt	DP00844
P01097	DisProt	DP00995
O43313	DisProt	DP01288
P02721	DisProt	DP00201
Q04656	DisProt	DP00282
A1B8N7	DisProt	DP00806
Q9UNA0	DisProt	DP02607
P54252	DisProt	DP00576
Q96GD4	DisProt	DP02389
Q27974	DisProt	DP00351
O15169	DisProt	DP00959
O35625	DisProt	DP02456
Q9YGY0	DisProt	DP00954
O14977	DisProt	DP02675
O35484	DisProt	DP02672
Q07817	DisProt	DP00298
Q64373	DisProt	DP02817
P53563	DisProt	DP00449
Q9HD36	DisProt	DP02676
O54918	DisProt	DP00518
P02730	DisProt	DP01167
Q9UBV7	DisProt	DP02634
P97303	DisProt	DP01009
Q61337	DisProt	DP00563
Q16611	DisProt	DP02539
Q8ZRP0	DisProt	DP02483
P0A903	DisProt	DP01339
P80723	DisProt	DP00930
Q07812	DisProt	DP02540
Q99ML1	DisProt	DP01794
P54687	DisProt	DP02698
P0ABE0	DisProt	DP00415
P0ABD8	DisProt	DP00970
Q9RFD6	DisProt	DP02993
P10415	DisProt	DP00297
P11274	DisProt	DP03016
Q14457	DisProt	DP01149
O88597	DisProt	DP01612
Q9R224	DisProt	DP01183
P16278	DisProt	DP02785
P16442	DisProt	DP00339
P55957	DisProt	DP01662
P70444	DisProt	DP01661
Q9Y6D6	DisProt	DP02612
P17120	DisProt	DP00636
P10565	DisProt	DP03018
P11021	DisProt	DP01938
P06709	DisProt	DP00349
O70201	DisProt	DP02534
P54132	DisProt	DP03061
Q8WV28	DisProt	DP01544
Q91ZE9	DisProt	DP00645
P25916	DisProt	DP01316
P36894	DisProt	DP01990
O75936	DisProt	DP02678
P9WKX3	DisProt	DP01737
P00974	DisProt	DP00729
Q15059	DisProt	DP03059
P32639	DisProt	DP01330
Q5RJI5	DisProt	DP02423
Q96G97	DisProt	DP02471
Q10589	DisProt	DP02885
P37028	DisProt	DP02169
O60566	DisProt	DP01117
P41695	DisProt	DP01294
Q00496	DisProt	DP00732
P30996	DisProt	DP03019
P36106	DisProt	DP02476
P00736	DisProt	DP00621
Q8VHC5	DisProt	DP01592
Q13698	DisProt	DP01103
P07293	DisProt	DP00228
Q24298	DisProt	DP00269
P09803	DisProt	DP00159
Q8R464	DisProt	DP02679
P55980	DisProt	DP01475
P23280	DisProt	DP02680
Q16790	DisProt	DP02538
P0CU45	DisProt	DP01380
P0CU51	DisProt	DP01383
J7M799	DisProt	DP01377
P0CU46	DisProt	DP01381
P0CU52	DisProt	DP01388
P0CU43	DisProt	DP01378
P0CU44	DisProt	DP01379
P0CU47	DisProt	DP01382
P0CU48	DisProt	DP01385
P40881	DisProt	DP00110
P12957	DisProt	DP00120
P62152	DisProt	DP00344
Q7K5N4	DisProt	DP02890
P49913	DisProt	DP00004
Q07009	DisProt	DP01996
P20807	DisProt	DP02838
P50477	DisProt	DP00436
P63098	DisProt	DP00565
P12537	DisProt	DP02508
Q14444	DisProt	DP02916
P04383	DisProt	DP02071
Q5VZK9	DisProt	DP01701
P47710	DisProt	DP02005
P02666	DisProt	DP00329
O15234	DisProt	DP02170
P55211	DisProt	DP02860
P07221	DisProt	DP00132
O14958	DisProt	DP02630
P05434	DisProt	DP01659
P38582	DisProt	DP00380
P32504	DisProt	DP02033
P33322	DisProt	DP02055
Q2KIG3	DisProt	DP01424
Q92793	DisProt	DP02004
P45481	DisProt	DP00348
P35520	DisProt	DP01976
P83916	DisProt	DP02856
P83917	DisProt	DP02864
Q9Y3M2	DisProt	DP00709
P62552	DisProt	DP00928
P51671	DisProt	DP00641
O00585	DisProt	DP00765
Q9Y258	DisProt	DP00696
Q9NRJ3	DisProt	DP02010
Q9BSQ5	DisProt	DP02978
P69490	DisProt	DP01729
P14635	DisProt	DP00223
P24385	DisProt	DP02226
P30281	DisProt	DP01447
P24864	DisProt	DP01120
P51946	DisProt	DP00307
O60563	DisProt	DP01462
Q13740	DisProt	DP02515
P15391	DisProt	DP02431
P04234	DisProt	DP00505
P07766	DisProt	DP00506
P20963	DisProt	DP00200
Q07108	DisProt	DP00306
P11912	DisProt	DP01486
P40259	DisProt	DP01487
Q13042	DisProt	DP01452
Q12834	DisProt	DP01118
Q9UJX2	DisProt	DP01240
Q8GY31	DisProt	DP00916
Q8NHZ8	DisProt	DP01453
P30260	DisProt	DP01445
Q16543	DisProt	DP01420
I1WVY3	DisProt	DP03022
P50750	DisProt	DP01309
O14519	DisProt	DP01303
P38936	DisProt	DP00016
P46527	DisProt	DP00018
P49918	DisProt	DP00017
P28583	DisProt	DP00561
Q15517	DisProt	DP00706
Q9H211	DisProt	DP01193
O87120	DisProt	DP01002
O06522	DisProt	DP03020
O94986	DisProt	DP02628
P09883	DisProt	DP00342
P08083	DisProt	DP00461
P04480	DisProt	DP01852
Q9NHC3	DisProt	DP00868
P30429	DisProt	DP03045
P35201	DisProt	DP02395
E1BSW7	DisProt	DP02079
P41208	DisProt	DP01259
Q12102	DisProt	DP02480
P13569	DisProt	DP00012
Q8N884	DisProt	DP02876
P0DN86	DisProt	DP00013
P0A6G1	DisProt	DP00412
Q9BSY4	DisProt	DP00757
P07363	DisProt	DP00407
Q56311	DisProt	DP00350
Q96EP1	DisProt	DP02729
O96017	DisProt	DP01797
Q9Y3E7	DisProt	DP01283
Q9V452	DisProt	DP00811
P01555	DisProt	DP00250
P40019	DisProt	DP01135
Q15642	DisProt	DP02473
Q99967	DisProt	DP00356
Q22942	DisProt	DP02987
P0C8E0	DisProt	DP02320
P0C8E1	DisProt	DP02321
Q6SJQ7	DisProt	DP02478
O08785	DisProt	DP00734
P05059	DisProt	DP00118
Q8N1G2	DisProt	DP02611
Q53654	DisProt	DP00098
Q28181	DisProt	DP00768
Q03611	DisProt	DP02989
P53865	DisProt	DP02324
A5YKK6	DisProt	DP02524
P04972	DisProt	DP00347
P56621	DisProt	DP01181
P08572	DisProt	DP02953
Q02388	DisProt	DP02163
Q00780	DisProt	DP02369
Q8RWK8	DisProt	DP02248
Q24139	DisProt	DP01366
Q647G9	DisProt	DP00942
P31896	DisProt	DP00239
Q5XJY5	DisProt	DP01657
P31168	DisProt	DP00657
Q14019	DisProt	DP02824
Q14061	DisProt	DP00543
Q12287	DisProt	DP00277
P13183	DisProt	DP00828
P10175	DisProt	DP00780
Q9LZP9	DisProt	DP00534
A6Q0K5	DisProt	DP00359
Q6FI81	DisProt	DP01137
O14810	DisProt	DP02360
Q16630	DisProt	DP02869
Q42512	DisProt	DP01057
Q9SIN5	DisProt	DP01058
P78560	DisProt	DP01771
P16220	DisProt	DP02003
P46108	DisProt	DP00748
P46108	DisProt	DP00973
Q43125	DisProt	DP00474
P97784	DisProt	DP03007
Q49AN0	DisProt	DP00473
P02511	DisProt	DP00445
P0DOC6	DisProt	DP02509
Q9QXT8	DisProt	DP00291
P0AE98	DisProt	DP01177
Q8VHK2	DisProt	DP01127
O14936	DisProt	DP01438
Q92905	DisProt	DP02290
P0A968	DisProt	DP02900
P67966	DisProt	DP00922
Q05158	DisProt	DP00438
Q9Y5B0	DisProt	DP00177
F1QGH7	DisProt	DP02584
P35222	DisProt	DP01119
Q02248	DisProt	DP00341
Q9VMA3	DisProt	DP01494
Q02554	DisProt	DP01978
O60888	DisProt	DP00846
P78794	DisProt	DP02356
P08050	DisProt	DP00278
P28235	DisProt	DP01175
Q01231	DisProt	DP00646
P08033	DisProt	DP01176
P61073	DisProt	DP01249
P28229	DisProt	DP01464
P40136	DisProt	DP00395
J7QLC0	DisProt	DP00591
Q9HB71	DisProt	DP00907
Q9CXW3	DisProt	DP00226
Q53TN4	DisProt	DP03005
Q05080	DisProt	DP02589
P0ABI8	DisProt	DP00088
Q8BHZ5	DisProt	DP01754
Q87WW0	DisProt	DP00985
P0ACN7	DisProt	DP02541
Q14118	DisProt	DP02765
Q62165	DisProt	DP00491
Q9UER7	DisProt	DP00707
O35613	DisProt	DP00708
Q9NR28	DisProt	DP01619
Q9Y6G9	DisProt	DP02547
Q42521	DisProt	DP02726
Q9SP32	DisProt	DP01467
P84634	DisProt	DP01543
P11926	DisProt	DP02673
O13828	DisProt	DP01482
Q9H816	DisProt	DP01268
Q96SD1	DisProt	DP01162
P28023	DisProt	DP02910
P06132	DisProt	DP00308
Q9UMR2	DisProt	DP01560
P35638	DisProt	DP00624
Q9BUQ8	DisProt	DP02332
O00571	DisProt	DP02192
D0PV95	DisProt	DP01113
Q9NQI0	DisProt	DP01066
O00273	DisProt	DP00173
P0A9Q9	DisProt	DP02663
Q9VXJ0	DisProt	DP02662
P22239	DisProt	DP00112
P12950	DisProt	DP00530
P30185	DisProt	DP00689
Q9UPY3	DisProt	DP02781
P23457	DisProt	DP02646
Q5L0X5	DisProt	DP02323
Q6P3W2	DisProt	DP00865
O94907	DisProt	DP01335
P0ABS1	DisProt	DP00414
P31016	DisProt	DP01413
Q9NR61	DisProt	DP01490
Q81G39	DisProt	DP02664
Q14565	DisProt	DP02746
P0ABS5	DisProt	DP02134
P0A6Y8	DisProt	DP02985
P03265	DisProt	DP00003
O00429	DisProt	DP01537
A0LU48	DisProt	DP02322
Q8TEK3	DisProt	DP01985
Q3E840	DisProt	DP01653
P49005	DisProt	DP01807
P47110	DisProt	DP02847
P15436	DisProt	DP02848
Q14194	DisProt	DP02620
P97427	DisProt	DP02621
Q55DL0	DisProt	DP02958
O82132	DisProt	DP02209
P36152	DisProt	DP01320
Q02413	DisProt	DP01476
Q8TEA8	DisProt	DP02452
Q23985	DisProt	DP02460
Q54BW5	DisProt	DP02689
P06968	DisProt	DP00337
Q13838	DisProt	DP02724
Q24246	DisProt	DP00605
Q05193	DisProt	DP02976
P21575	DisProt	DP02617
P0ABQ4	DisProt	DP00301
P03254	DisProt	DP01928
P03255	DisProt	DP01150
P03259	DisProt	DP01151
P43528	DisProt	DP03023
Q01094	DisProt	DP01427
A0ZWU1	DisProt	DP01791
Q12432	DisProt	DP02466
F4JL28	DisProt	DP02690
P9WNR7	DisProt	DP01739
D1A4G7	DisProt	DP02490
P34021	DisProt	DP01569
Q96F86	DisProt	DP02253
P13551	DisProt	DP00021
P52799	DisProt	DP01588
Q83AR4	DisProt	DP01015
Q03653	DisProt	DP02751
Q88QP8	DisProt	DP01571
P0CE48	DisProt	DP01965
O61667	DisProt	DP01407
Q8BH64	DisProt	DP01940
P56287	DisProt	DP02516
P41567	DisProt	DP00910
P41214	DisProt	DP02704
Q15717	DisProt	DP02564
P41969	DisProt	DP01578
P28324	DisProt	DP01329
P04985	DisProt	DP01801
Q03071	DisProt	DP01430
Q8WYP5	DisProt	DP01549
Q8CJF7	DisProt	DP01548
Q9SQK3	DisProt	DP02919
Q9HC35	DisProt	DP02645
P17639	DisProt	DP01860
P50402	DisProt	DP01770
Q96AY2	DisProt	DP01877
Q09472	DisProt	DP00633
P11171	DisProt	DP00678
O95278	DisProt	DP02647
Q9Y6I3	DisProt	DP02930
Q80VP1	DisProt	DP01993
O88339	DisProt	DP00251
Q04660	DisProt	DP00900
P04626	DisProt	DP01484
P42759	DisProt	DP00606
P42763	DisProt	DP00667
P62495	DisProt	DP00310
O74718	DisProt	DP00396
Q5RJL0	DisProt	DP01521
Q9BS26	DisProt	DP02173
O95718	DisProt	DP01764
Q8GXX0	DisProt	DP02648
Q03132	DisProt	DP01272
P0DJ89	DisProt	DP00963
P03372	DisProt	DP00074
Q92731	DisProt	DP00079
P9WNK3	DisProt	DP00799
P14921	DisProt	DP01441
P27577	DisProt	DP00111
P70429	DisProt	DP02387
Q01844	DisProt	DP00632
Q9I322	DisProt	DP01147
Q9ES89	DisProt	DP00397
Q15910	DisProt	DP01817
P15311	DisProt	DP00775
P20220	DisProt	DP00847
Q9XTW2	DisProt	DP02991
Q00944	DisProt	DP02120
Q9NPI8	DisProt	DP02782
Q8K368	DisProt	DP02613
Q9Y4F1	DisProt	DP02833
Q91VS8	DisProt	DP02896
Q8WUP2	DisProt	DP01310
Q9UKT5	DisProt	DP01884
Q9UKT4	DisProt	DP01450
P07749	DisProt	DP02940
Q26680	DisProt	DP01669
P24071	DisProt	DP00311
P06734	DisProt	DP02975
P30273	DisProt	DP00509
Q0JRZ9	DisProt	DP02303
P39748	DisProt	DP01974
P59113	DisProt	DP00655
Q96AC1	DisProt	DP01613
Q92913	DisProt	DP01404
P09038	DisProt	DP01644
P71590	DisProt	DP01671
Q9Y613	DisProt	DP00448
P14448	DisProt	DP00233
P03714	DisProt	DP01762
P45976	DisProt	DP00625
Q9Y3D6	DisProt	DP00457
P0A6R3	DisProt	DP00422
P03709	DisProt	DP01336
P45523	DisProt	DP02787
Q13451	DisProt	DP01845
P26477	DisProt	DP00027
P0A8S9	DisProt	DP02700
P06179	DisProt	DP00026
P21333	DisProt	DP01950
Q96PY5	DisProt	DP02609
Q6ZPF4	DisProt	DP02638
Q06787	DisProt	DP00134
P14738	DisProt	DP00025
P49354	DisProt	DP00558
P01100	DisProt	DP00078
Q9Y261	DisProt	DP01124
Q99958	DisProt	DP02231
Q12778	DisProt	DP01132
P98177	DisProt	DP01788
P42512	DisProt	DP00176
Q92837	DisProt	DP02373
Q16595	DisProt	DP00607
P29131	DisProt	DP02271
P10121	DisProt	DP00896
P17865	DisProt	DP02202
P0A9A6	DisProt	DP02201
Q92945	DisProt	DP01590
P16892	DisProt	DP02784
P35637	DisProt	DP01102
Q9UM11	DisProt	DP01524
P24522	DisProt	DP00704
Q9UQC2	DisProt	DP01507
Q9Z0U4	DisProt	DP00463
Q08605	DisProt	DP00328
Q9LQT8	DisProt	DP00724
P04386	DisProt	DP02132
Q06433	DisProt	DP01624
Q8I2X3	DisProt	DP02934
P9WJA9	DisProt	DP01589
P23771	DisProt	DP02798
Q9V0U0	DisProt	DP01919
P50440	DisProt	DP00099
P03069	DisProt	DP00083
P04150	DisProt	DP00030
P39905	DisProt	DP02574
Q07731	DisProt	DP00029
Q8TEQ6	DisProt	DP03070
O75496	DisProt	DP00901
O88513	DisProt	DP02412
Q9UJY5	DisProt	DP00314
P10912	DisProt	DP00033
Q9MAA7	DisProt	DP00723
Q03768	DisProt	DP00163
F1QR43	DisProt	DP02883
P01215	DisProt	DP02922
P10071	DisProt	DP01134
P68688	DisProt	DP01740
P10388	DisProt	DP00285
P04695	DisProt	DP00273
P13255	DisProt	DP00031
P46984	DisProt	DP00958
Q9HD26	DisProt	DP02150
O35254	DisProt	DP02422
Q9H8Y8	DisProt	DP02592
P21401	DisProt	DP02493
Q14449	DisProt	DP00230
O88900	DisProt	DP00490
Q24570	DisProt	DP02149
P09372	DisProt	DP00103
P80870	DisProt	DP00809
P49841	DisProt	DP00385
P41851	DisProt	DP00725
P08263	DisProt	DP01506
P11166	DisProt	DP02855
P46065	DisProt	DP00840
P51177	DisProt	DP01010
Q9C1S9	DisProt	DP01080
P07986	DisProt	DP01933
P27472	DisProt	DP02097
P07305	DisProt	DP01156
P53551	DisProt	DP00423
P04908	DisProt	DP01157
P02263	DisProt	DP01205
Q71UI9	DisProt	DP02301
P84051	DisProt	DP01546
P06899	DisProt	DP01158
P0C1H4	DisProt	DP01649
P02283	DisProt	DP01250
P84233	DisProt	DP01389
P84040	DisProt	DP01870
P62805	DisProt	DP02034
P62799	DisProt	DP01390
P02309	DisProt	DP02260
P02259	DisProt	DP00044
P02315	DisProt	DP00042
P12081	DisProt	DP01668
Q99075	DisProt	DP01873
Q8R316	DisProt	DP01323
O74774	DisProt	DP02049
P08631	DisProt	DP02383
O60741	DisProt	DP01317
O13916	DisProt	DP01246
Q13547	DisProt	DP02233
Q8IV16	DisProt	DP01327
P0AES9	DisProt	DP02548
Q03281	DisProt	DP02124
P09950	DisProt	DP02768
P34704	DisProt	DP02988
Q03689	DisProt	DP02317
P0A6X3	DisProt	DP01050
Q26997	DisProt	DP02927
Q16665	DisProt	DP00262
Q9KMA5	DisProt	DP01289
Q53FT3	DisProt	DP02719
P23873	DisProt	DP02899
P01050	DisProt	DP00137
P15516	DisProt	DP02206
P19250	DisProt	DP00668
P09983	DisProt	DP00389
P52695	DisProt	DP02188
P04035	DisProt	DP02709
Q05917	DisProt	DP01779
P17096	DisProt	DP00040
P52926	DisProt	DP01876
